system,LinguaPy,metricx_qe_score,QEMetricX_24-Strict-linguapy,xcomet_qe_score,XCOMET-QE-Strict-linguapy
aya_canary-v2,-0.544069640914037,87.65721972505597,87.2059470156007,78.06755984617524,77.7433394177759
aya_owsm4.0-ctc,-0.6528835690968444,85.8740971177265,85.45460095064425,75.15891090489446,74.93727542905864
aya_whisper,-1.088139281828074,86.0571982541463,85.35522233492921,76.01746199926173,75.60757249593735
canary-v2,-100.0,26.245147963002793,0.0,59.44533383796018,0.0
desta2-8b,-95.42981501632208,28.01277197633138,0.789249135827859,15.703049146441561,0.7315132471046717
gemma_canary-v2,-0.6528835690968444,88.09530679892923,87.64954127664794,78.60507077949934,78.10904997663413
gemma_owsm4.0-ctc,-0.544069640914037,87.250613636547,86.76149560504626,77.6540933345101,77.25152871019174
gemma_whisper,-1.3057671381936888,86.07207936971115,85.46181832325277,77.1824309821276,76.83203789315331
owsm4.0-ctc,-2.067464635473341,72.75204136048295,71.79563082274662,62.969498891663115,61.71951860075936
phi4multimodal,-46.13710554951034,54.919976730649566,35.47715515272856,38.64819887251278,29.440867860312043
qwen2audio-7b,-72.36126224156692,41.287957357342016,8.510348495740502,20.417739167177118,6.629680645154531
tower_canary-v2,-0.544069640914037,87.01719471727932,86.66715401375384,77.90984342338861,77.61779547597042
tower_owsm4.0-ctc,-0.1088139281828074,85.40499930239412,85.32136426483392,73.66659877430627,73.65250901457924
tower_whisper,-1.1969532100108813,85.7702185566232,85.13988727021464,75.81121204025695,75.42886214798988
voxtral-small-24b,-0.6528835690968444,89.07372240584355,88.52817138494423,80.75168540577634,80.32090110021265
